Lat,Lon,Month,row_id,ssrd,ssrd_lag1,ssrd_lag2,ssrd_lag3,swvl1,swvl1_lag1,swvl1_lag2,swvl1_lag3,swvl2,swvl2_lag1,swvl2_lag2,swvl2_lag3,t2m,t2m_lag1,t2m_lag2,t2m_lag3,tp,tp_lag1,tp_lag2,tp_lag3
58.63515693311412,16.109469673996667,2024-10-01,83,4380863.0,10531236.0,12604954.0,17451080.0,0.25422668,0.21018982,0.25604248,0.25578308,0.25857544,0.195755,0.25590515,0.25604248,282.18994,287.1394,288.04883,289.58008,0.0018238565,0.0023869593,0.0030681004,0.0034715314
58.56872295994,16.221728338824686,2024-09-01,84,10244748.0,16808160.0,14561326.0,19475184.0,0.22988892,0.17617798,0.26268005,0.22010803,0.2312622,0.17243958,0.25650024,0.20193481,287.04175,290.7754,288.17578,287.9895,0.0023437534,0.0011793261,0.0046337326,0.0037842474
58.56857943309306,16.221692270251,2024-09-01,85,10244748.0,16808160.0,14561326.0,19475184.0,0.22988892,0.17617798,0.26268005,0.22010803,0.2312622,0.17243958,0.25650024,0.20193481,287.04175,290.7754,288.17578,287.9895,0.0023437534,0.0011793261,0.0046337326,0.0037842474
58.56842648452395,16.22179356517758,2024-09-01,86,10244748.0,16808160.0,14561326.0,21333392.0,0.22988892,0.17617798,0.26268005,0.20121765,0.2312622,0.17243958,0.25650024,0.19650269,287.04175,290.7754,288.17578,289.04028,0.0023437534,0.0011793261,0.0046337326,0.0020290546
57.4455084088263,13.534996239246372,2024-11-01,87,1990924.0,4814663.0,8147449.5,14388896.0,0.23228455,0.24273682,0.25926208,0.21910095,0.23532104,0.2453003,0.26249695,0.21766663,276.98828,282.46143,284.08862,289.67578,0.0006260404,0.002514488,0.002927566,0.0014576053
57.66887929756306,14.384404828247124,2024-11-01,88,2096532.0,4814663.0,8147449.5,14388896.0,0.23127747,0.24273682,0.25926208,0.21910095,0.23348999,0.2453003,0.26249695,0.21766663,277.36133,282.46143,284.08862,289.67578,0.00082758605,0.002514488,0.002927566,0.0014576053
57.66540912425275,14.376095012632518,2024-11-01,89,2096532.0,4814663.0,8147449.5,14388896.0,0.23127747,0.24273682,0.25926208,0.21910095,0.23348999,0.2453003,0.26249695,0.21766663,277.36133,282.46143,284.08862,289.67578,0.00082758605,0.002514488,0.002927566,0.0014576053
57.6677078337745,14.37528391219576,2024-11-01,90,2096532.0,4613049.0,8147449.5,14388896.0,0.23127747,0.37683105,0.25926208,0.21910095,0.23348999,0.37841797,0.26249695,0.21766663,277.36133,282.01416,284.08862,289.67578,0.00082758605,0.001376084,0.002927566,0.0014576053
57.66529178835141,14.376836946241015,2024-11-01,91,2096532.0,4613049.0,8147449.5,14388896.0,0.23127747,0.37683105,0.25926208,0.21910095,0.23348999,0.37841797,0.26249695,0.21766663,277.36133,282.01416,284.08862,289.67578,0.00082758605,0.001376084,0.002927566,0.0014576053
59.228852210917665,18.003219826614192,2024-10-01,92,4882175.0,9537174.0,16067030.0,15724906.0,0.3355713,0.37991333,0.14808655,0.24203491,0.3397522,0.38363647,0.15020752,0.23005676,283.08252,286.50073,290.76172,289.7871,0.0024704253,0.0031342376,0.0017593389,0.0048482944
59.228253369785506,18.011013152863423,2024-10-01,93,4882175.0,9537174.0,16067030.0,15724906.0,0.3355713,0.37991333,0.14808655,0.24203491,0.3397522,0.38363647,0.15020752,0.23005676,283.08252,286.50073,290.76172,289.7871,0.0024704253,0.0031342376,0.0017593389,0.0048482944
59.22708650817324,18.01204162585246,2024-10-01,94,4882175.0,9537174.0,16067030.0,17427506.0,0.3355713,0.37991333,0.14808655,0.18211365,0.3397522,0.38363647,0.15020752,0.16708374,283.08252,286.50073,290.76172,290.56445,0.0024704253,0.0031342376,0.0017593389,0.0051851575
59.2266549229632,18.011015114123605,2024-10-01,95,4882175.0,9537174.0,16067030.0,17427506.0,0.3355713,0.37991333,0.14808655,0.18211365,0.3397522,0.38363647,0.15020752,0.16708374,283.08252,286.50073,290.76172,290.56445,0.0024704253,0.0031342376,0.0017593389,0.0051851575
57.11753224768481,15.313398322886002,2024-10-01,96,4408213.0,9537174.0,17486224.0,17427506.0,0.2515564,0.37991333,0.26408386,0.18211365,0.25535583,0.38363647,0.258667,0.16708374,282.2544,286.50073,291.13086,290.56445,0.0018303609,0.0031342376,0.001069065,0.0051851575
57.13546695473014,16.39071159359074,2023-08-01,97,5769708.0,10175054.0,13668464.0,13210524.0,0.27153015,0.37425232,0.20915222,0.17871094,0.26745605,0.36213684,0.22109985,0.1650238,289.34082,288.5,289.55737,284.63867,0.0025874285,0.0031188258,0.00077514106,0.00051606045
57.142137052737795,16.411943492777276,2023-08-01,98,5769708.0,10175054.0,13668464.0,13210524.0,0.27153015,0.37425232,0.20915222,0.17871094,0.26745605,0.36213684,0.22109985,0.1650238,289.34082,288.5,289.55737,284.63867,0.0025874285,0.0031188258,0.00077514106,0.00051606045
57.14126836545088,16.415166796916797,2023-08-01,99,5769708.0,10175054.0,13668464.0,13210524.0,0.27153015,0.37425232,0.20915222,0.17871094,0.26745605,0.36213684,0.22109985,0.1650238,289.34082,288.5,289.55737,284.63867,0.0025874285,0.0031188258,0.00077514106,0.00051606045
57.13092586795918,16.423881136889154,2023-08-01,100,5862732.0,10175054.0,13734816.0,13210524.0,0.2642517,0.37425232,0.099731445,0.17871094,0.25727844,0.36213684,0.12496948,0.1650238,289.2881,288.5,290.1023,284.63867,0.0024961478,0.0031188258,0.0003604157,0.00051606045
57.123824693881,16.42166615671393,2023-08-01,101,5862732.0,10175054.0,13734816.0,13210524.0,0.2642517,0.37425232,0.099731445,0.17871094,0.25727844,0.36213684,0.12496948,0.1650238,289.2881,288.5,290.1023,284.63867,0.0024961478,0.0031188258,0.0003604157,0.00051606045
57.116033502098816,16.415462545326914,2023-08-01,102,5862732.0,10175054.0,13734816.0,12889614.0,0.2642517,0.37425232,0.099731445,0.17556763,0.25727844,0.36213684,0.12496948,0.19799805,289.2881,288.5,290.1023,285.375,0.0024961478,0.0031188258,0.0003604157,0.00049953134
57.11238475850877,16.419743473971277,2023-08-01,103,5862732.0,10175054.0,13734816.0,12889614.0,0.2642517,0.37425232,0.099731445,0.17556763,0.25727844,0.36213684,0.12496948,0.19799805,289.2881,288.5,290.1023,285.375,0.0024961478,0.0031188258,0.0003604157,0.00049953134
56.76663582196965,12.875991564028617,2025-01-01,104,1130380.0,818316.0,1504460.0,4401855.0,0.2711029,0.3896942,0.2371521,0.24876404,0.27211,0.39315796,0.23794556,0.25221252,273.1255,275.14038,274.9004,281.9829,0.0020974805,0.0020064185,0.001305429,0.0016639372
60.8053183192849,14.099453867107671,2024-09-01,105,10379124.0,14664558.0,17216644.0,20902072.0,0.21417236,0.37390137,0.20631409,0.20137024,0.21228027,0.37704468,0.19734192,0.17884827,287.0476,289.17773,290.08594,288.84888,0.002189258,0.003987696,0.0032384326,0.0033077083
60.81567190492039,14.078666475453204,2024-09-01,106,10379124.0,14664558.0,17216644.0,20902072.0,0.21417236,0.37390137,0.20631409,0.20137024,0.21228027,0.37704468,0.19734192,0.17884827,287.0476,289.17773,290.08594,288.84888,0.002189258,0.003987696,0.0032384326,0.0033077083
60.81568205641111,14.078757826269689,2024-09-01,107,10379124.0,14664558.0,17216644.0,20902072.0,0.21417236,0.37390137,0.20631409,0.20137024,0.21228027,0.37704468,0.19734192,0.17884827,287.0476,289.17773,290.08594,288.84888,0.002189258,0.003987696,0.0032384326,0.0033077083
56.8351635754469,16.312909362548837,2024-05-01,108,21209338.0,13818206.0,6813898.0,1598766.0,0.19837952,0.3815155,0.28295898,0.28121948,0.20626831,0.38220215,0.2809906,0.2831726,287.25464,278.16455,273.0371,272.82837,0.0011884028,0.0024500424,0.0015378625,0.0011224118
62.67742487004783,14.666465473630693,2024-10-01,109,4577629.0,9537174.0,15390914.0,17188540.0,0.24806213,0.37991333,0.19154358,0.2550354,0.24987793,0.38363647,0.18766785,0.24902344,281.76025,286.50073,290.29492,290.09375,0.0020369506,0.0031342376,0.0013291796,0.0047060703
62.69897417424048,14.616249546499557,2024-10-01,110,4577629.0,9912360.0,15390914.0,17188540.0,0.24806213,0.20631409,0.19154358,0.2550354,0.24987793,0.1925354,0.18766785,0.24902344,281.76025,286.56128,290.29492,290.09375,0.0020369506,0.0026598293,0.0013291796,0.0047060703
